1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 1, 2
17456, taiga, byg:seasonal_giant_taiga, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
17457, taiga, byg:seasonal_giant_taiga, MONSTER, dungeonsmod:pice, 5, 1, 1
17458, taiga, byg:seasonal_giant_taiga, MONSTER, touhou_little_maid:fairy, 30, 1, 2
17459, taiga, byg:seasonal_giant_taiga, MONSTER, experimental_m:morb, 7, 1, 1
17460, taiga, byg:seasonal_giant_taiga, MONSTER, experimental_m:kullo, 7, 1, 1
17461, taiga, byg:seasonal_giant_taiga, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
17462, taiga, byg:seasonal_giant_taiga, MONSTER, experimental_m:chilopoto, 6, 1, 2
17463, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:sheep, 22, 2, 3
17464, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:pig, 20, 2, 3
17465, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:chicken, 20, 2, 3
17466, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:cow, 18, 2, 3
17467, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:wolf, 18, 2, 3
17468, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:rabbit, 15, 2, 3
17469, taiga, byg:seasonal_giant_taiga, CREATURE, minecraft:fox, 18, 2, 4
17470, taiga, byg:seasonal_giant_taiga, CREATURE, exoticbirds:robin, 12, 2, 3
17471, taiga, byg:seasonal_giant_taiga, CREATURE, exoticbirds:owl, 6, 2, 3
17472, taiga, byg:seasonal_giant_taiga, CREATURE, exoticbirds:woodpecker, 12, 2, 3
17473, taiga, byg:seasonal_giant_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
17474, taiga, byg:seasonal_giant_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
17475, taiga, byg:seasonal_giant_taiga, CREATURE, alexsmobs:crow, 10, 2, 2
17476, taiga, byg:seasonal_giant_taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
17477, taiga, byg:seasonal_giant_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
17478, taiga, byg:seasonal_giant_taiga, CREATURE, alexsmobs:crow, 10, 2, 2
17479, taiga, byg:seasonal_giant_taiga, CREATURE, untitledduckmod:duck, 22, 1, 2
17480, taiga, byg:seasonal_giant_taiga, CREATURE, untitledduckmod:goose, 22, 1, 2
17481, taiga, byg:seasonal_giant_taiga, AMBIENT, minecraft:bat, 10, 1, 2
17482, taiga, byg:seasonal_giant_taiga, AMBIENT, alexsmobs:fly, 5, 2, 3
17483, taiga, byg:seasonal_giant_taiga, AMBIENT, alexsmobs:cockroach, 5, 1, 3
17484, taiga, byg:seasonal_giant_taiga, AMBIENT, alexsmobs:fly, 5, 2, 3
17485, taiga, byg:seasonal_giant_taiga, AMBIENT, alexsmobs:cockroach, 5, 1, 3
17486, taiga, byg:seasonal_giant_taiga, WATER_CREATURE, experimental_m:guara, 10, 1, 1
17487, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
17488, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
17489, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
17490, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
17491, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
17492, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
17493, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
17494, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
17495, taiga, byg:seasonal_giant_taiga, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
17496, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:spider, 30, 1, 2
17497, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:zombie, 30, 1, 2
17498, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
17499, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:skeleton, 30, 1, 2
17500, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:creeper, 30, 1, 2
17501, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:slime, 30, 1, 2
17502, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:enderman, 10, 1, 2
17503, taiga, byg:seasonal_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
17504, taiga, byg:seasonal_taiga_hills, MONSTER, geode:redstonegeode, 20, 1, 1
17505, taiga, byg:seasonal_taiga_hills, MONSTER, geode:quartzgeode, 20, 1, 1
17506, taiga, byg:seasonal_taiga_hills, MONSTER, geode:lapisgeode, 20, 1, 1
17507, taiga, byg:seasonal_taiga_hills, MONSTER, geode:irongeode, 20, 1, 1
17508, taiga, byg:seasonal_taiga_hills, MONSTER, geode:goldgeode, 20, 1, 1
17509, taiga, byg:seasonal_taiga_hills, MONSTER, geode:glowstonegeode, 20, 1, 1
17510, taiga, byg:seasonal_taiga_hills, MONSTER, geode:emeraldgeode, 20, 1, 1
17511, taiga, byg:seasonal_taiga_hills, MONSTER, geode:diamondgeode, 25, 1, 1
17512, taiga, byg:seasonal_taiga_hills, MONSTER, geode:coalgeode, 20, 1, 1
17513, taiga, byg:seasonal_taiga_hills, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
17514, taiga, byg:seasonal_taiga_hills, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
17515, taiga, byg:seasonal_taiga_hills, MONSTER, experimental_m:rotscal, 5, 1, 1
17516, taiga, byg:seasonal_taiga_hills, MONSTER, dungeonsmod:notehead, 5, 1, 1
17517, taiga, byg:seasonal_taiga_hills, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
17518, taiga, byg:seasonal_taiga_hills, MONSTER, dungeonsmod:pice, 5, 1, 1
17519, taiga, byg:seasonal_taiga_hills, MONSTER, touhou_little_maid:fairy, 30, 1, 2
17520, taiga, byg:seasonal_taiga_hills, MONSTER, experimental_m:morb, 7, 1, 1
17521, taiga, byg:seasonal_taiga_hills, MONSTER, experimental_m:kullo, 7, 1, 1
17522, taiga, byg:seasonal_taiga_hills, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
17523, taiga, byg:seasonal_taiga_hills, MONSTER, experimental_m:chilopoto, 6, 1, 2
17524, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:sheep, 22, 2, 3
17525, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:pig, 20, 2, 3
17526, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:chicken, 20, 2, 3
17527, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:cow, 18, 2, 3
17528, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:wolf, 18, 2, 3
17529, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:rabbit, 15, 2, 3
17530, taiga, byg:seasonal_taiga_hills, CREATURE, minecraft:fox, 18, 2, 4
17531, taiga, byg:seasonal_taiga_hills, CREATURE, exoticbirds:robin, 12, 2, 3
17532, taiga, byg:seasonal_taiga_hills, CREATURE, exoticbirds:owl, 6, 2, 3
17533, taiga, byg:seasonal_taiga_hills, CREATURE, exoticbirds:woodpecker, 12, 2, 3
17534, taiga, byg:seasonal_taiga_hills, CREATURE, untitledduckmod:duck, 22, 1, 2
17535, taiga, byg:seasonal_taiga_hills, CREATURE, untitledduckmod:goose, 22, 1, 2
17536, taiga, byg:seasonal_taiga_hills, AMBIENT, minecraft:bat, 10, 1, 2
17537, taiga, byg:seasonal_taiga_hills, WATER_CREATURE, experimental_m:guara, 10, 1, 1
17538, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:spider, 30, 1, 2
17539, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:zombie, 30, 1, 2
17540, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
17541, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:skeleton, 30, 1, 2
17542, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:creeper, 30, 1, 2
17543, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:slime, 30, 1, 2
17544, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:enderman, 10, 1, 2
17545, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:witch, 5, 1, 1
17546, taiga, byg:snowy_blue_giant_taiga, MONSTER, minecraft:stray, 30, 1, 2
17547, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:redstonegeode, 20, 1, 1
17548, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:quartzgeode, 20, 1, 1
17549, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:lapisgeode, 20, 1, 1
17550, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:irongeode, 20, 1, 1
17551, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:goldgeode, 20, 1, 1
17552, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:glowstonegeode, 20, 1, 1
17553, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:emeraldgeode, 20, 1, 1
17554, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:diamondgeode, 25, 1, 1
17555, taiga, byg:snowy_blue_giant_taiga, MONSTER, geode:coalgeode, 20, 1, 1
17556, taiga, byg:snowy_blue_giant_taiga, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
17557, taiga, byg:snowy_blue_giant_taiga, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
17558, taiga, byg:snowy_blue_giant_taiga, MONSTER, experimental_m:rotscal, 5, 1, 1
17559, taiga, byg:snowy_blue_giant_taiga, MONSTER, dungeonsmod:notehead, 5, 1, 1
17560, taiga, byg:snowy_blue_giant_taiga, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
17561, taiga, byg:snowy_blue_giant_taiga, MONSTER, dungeonsmod:pice, 5, 1, 1
17562, taiga, byg:snowy_blue_giant_taiga, MONSTER, touhou_little_maid:fairy, 30, 1, 2
17563, taiga, byg:snowy_blue_giant_taiga, MONSTER, experimental_m:morb, 7, 1, 1
17564, taiga, byg:snowy_blue_giant_taiga, MONSTER, experimental_m:kullo, 7, 1, 1
17565, taiga, byg:snowy_blue_giant_taiga, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
17566, taiga, byg:snowy_blue_giant_taiga, MONSTER, experimental_m:chilopoto, 6, 1, 2
17567, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:sheep, 22, 2, 3
17568, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:pig, 20, 2, 3
17569, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:chicken, 20, 2, 3
17570, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:cow, 18, 2, 3
17571, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:wolf, 18, 2, 3
17572, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:rabbit, 15, 2, 3
17573, taiga, byg:snowy_blue_giant_taiga, CREATURE, minecraft:fox, 18, 2, 4
17574, taiga, byg:snowy_blue_giant_taiga, CREATURE, exoticbirds:robin, 12, 2, 3
17575, taiga, byg:snowy_blue_giant_taiga, CREATURE, exoticbirds:penguin, 6, 2, 3
17576, taiga, byg:snowy_blue_giant_taiga, CREATURE, exoticbirds:owl, 6, 2, 3
17577, taiga, byg:snowy_blue_giant_taiga, CREATURE, exoticbirds:woodpecker, 12, 2, 3
17578, taiga, byg:snowy_blue_giant_taiga, CREATURE, untitledduckmod:duck, 22, 1, 2
17579, taiga, byg:snowy_blue_giant_taiga, CREATURE, untitledduckmod:goose, 22, 1, 2
17580, taiga, byg:snowy_blue_giant_taiga, AMBIENT, minecraft:bat, 10, 1, 2
17581, taiga, byg:snowy_blue_giant_taiga, WATER_CREATURE, experimental_m:guara, 10, 1, 1
17582, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:spider, 30, 1, 2
17583, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:zombie, 30, 1, 2
17584, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
17585, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:skeleton, 30, 1, 2
17586, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:creeper, 30, 1, 2
17587, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:slime, 30, 1, 2
17588, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:enderman, 10, 1, 2
17589, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
17590, taiga, byg:snowy_blue_taiga_hills, MONSTER, minecraft:stray, 30, 1, 2
17591, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:redstonegeode, 20, 1, 1
17592, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:quartzgeode, 20, 1, 1
17593, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:lapisgeode, 20, 1, 1
17594, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:irongeode, 20, 1, 1
17595, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:goldgeode, 20, 1, 1
17596, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:glowstonegeode, 20, 1, 1
17597, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:emeraldgeode, 20, 1, 1
17598, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:diamondgeode, 25, 1, 1
17599, taiga, byg:snowy_blue_taiga_hills, MONSTER, geode:coalgeode, 20, 1, 1
17600, taiga, byg:snowy_blue_taiga_hills, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
17601, taiga, byg:snowy_blue_taiga_hills, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
17602, taiga, byg:snowy_blue_taiga_hills, MONSTER, experimental_m:rotscal, 5, 1, 1
17603, taiga, byg:snowy_blue_taiga_hills, MONSTER, dungeonsmod:notehead, 5, 1, 1
17604, taiga, byg:snowy_blue_taiga_hills, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
17605, taiga, byg:snowy_blue_taiga_hills, MONSTER, dungeonsmod:pice, 5, 1, 1
17606, taiga, byg:snowy_blue_taiga_hills, MONSTER, touhou_little_maid:fairy, 30, 1, 2
17607, taiga, byg:snowy_blue_taiga_hills, MONSTER, experimental_m:morb, 7, 1, 1
17608, taiga, byg:snowy_blue_taiga_hills, MONSTER, experimental_m:kullo, 7, 1, 1
17609, taiga, byg:snowy_blue_taiga_hills, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
17610, taiga, byg:snowy_blue_taiga_hills, MONSTER, experimental_m:chilopoto, 6, 1, 2
17611, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:sheep, 22, 2, 3
17612, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:pig, 20, 2, 3
17613, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:chicken, 20, 2, 3
17614, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:cow, 18, 2, 3
17615, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:wolf, 18, 2, 3
17616, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:rabbit, 15, 2, 3
17617, taiga, byg:snowy_blue_taiga_hills, CREATURE, minecraft:fox, 18, 2, 4
17618, taiga, byg:snowy_blue_taiga_hills, CREATURE, exoticbirds:robin, 12, 2, 3
17619, taiga, byg:snowy_blue_taiga_hills, CREATURE, exoticbirds:penguin, 6, 2, 3
17620, taiga, byg:snowy_blue_taiga_hills, CREATURE, exoticbirds:owl, 6, 2, 3
17621, taiga, byg:snowy_blue_taiga_hills, CREATURE, exoticbirds:woodpecker, 12, 2, 3
17622, taiga, byg:snowy_blue_taiga_hills, CREATURE, untitledduckmod:duck, 22, 1, 2
17623, taiga, byg:snowy_blue_taiga_hills, CREATURE, untitledduckmod:goose, 22, 1, 2
17624, taiga, byg:snowy_blue_taiga_hills, AMBIENT, minecraft:bat, 10, 1, 2
17625, taiga, byg:snowy_blue_taiga_hills, WATER_CREATURE, experimental_m:guara, 10, 1, 1
17626, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:spider, 30, 1, 2
17627, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:zombie, 30, 1, 2
17628, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
17629, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:skeleton, 30, 1, 2
17630, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:creeper, 30, 1, 2
17631, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:slime, 30, 1, 2
17632, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:enderman, 10, 1, 2
17633, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
17634, taiga, byg:snowy_coniferous_forest_hills, MONSTER, minecraft:stray, 30, 1, 2
17635, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:redstonegeode, 20, 1, 1
17636, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:quartzgeode, 20, 1, 1
17637, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:lapisgeode, 20, 1, 1
17638, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:irongeode, 20, 1, 1
17639, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:goldgeode, 20, 1, 1
17640, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:glowstonegeode, 20, 1, 1
17641, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:emeraldgeode, 20, 1, 1
17642, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:diamondgeode, 25, 1, 1
17643, taiga, byg:snowy_coniferous_forest_hills, MONSTER, geode:coalgeode, 20, 1, 1
17644, taiga, byg:snowy_coniferous_forest_hills, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
17645, taiga, byg:snowy_coniferous_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
17646, taiga, byg:snowy_coniferous_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
17647, taiga, byg:snowy_coniferous_forest_hills, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
17648, taiga, byg:snowy_coniferous_forest_hills, MONSTER, experimental_m:rotscal, 5, 1, 1
17649, taiga, byg:snowy_coniferous_forest_hills, MONSTER, dungeonsmod:notehead, 5, 1, 1
17650, taiga, byg:snowy_coniferous_forest_hills, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
17651, taiga, byg:snowy_coniferous_forest_hills, MONSTER, dungeonsmod:pice, 5, 1, 1
17652, taiga, byg:snowy_coniferous_forest_hills, MONSTER, touhou_little_maid:fairy, 30, 1, 2
17653, taiga, byg:snowy_coniferous_forest_hills, MONSTER, experimental_m:morb, 7, 1, 1
17654, taiga, byg:snowy_coniferous_forest_hills, MONSTER, experimental_m:kullo, 7, 1, 1
17655, taiga, byg:snowy_coniferous_forest_hills, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
17656, taiga, byg:snowy_coniferous_forest_hills, MONSTER, experimental_m:chilopoto, 6, 1, 2
17657, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:sheep, 22, 2, 3
17658, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:pig, 20, 2, 3
17659, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:chicken, 20, 2, 3
17660, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:cow, 18, 2, 3
17661, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:wolf, 18, 2, 3
17662, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:rabbit, 15, 2, 3
17663, taiga, byg:snowy_coniferous_forest_hills, CREATURE, minecraft:fox, 18, 2, 4
17664, taiga, byg:snowy_coniferous_forest_hills, CREATURE, exoticbirds:robin, 12, 2, 3
17665, taiga, byg:snowy_coniferous_forest_hills, CREATURE, exoticbirds:penguin, 6, 2, 3
17666, taiga, byg:snowy_coniferous_forest_hills, CREATURE, exoticbirds:owl, 6, 2, 3
17667, taiga, byg:snowy_coniferous_forest_hills, CREATURE, exoticbirds:woodpecker, 12, 2, 3
17668, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
17669, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:moose, 9, 3, 4
17670, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
17671, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:crow, 10, 2, 2
17672, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
17673, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
17674, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:moose, 9, 3, 4
17675, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
17676, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:crow, 10, 2, 2
17677, taiga, byg:snowy_coniferous_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
17678, taiga, byg:snowy_coniferous_forest_hills, CREATURE, chococraft:chocobo, 10, 1, 2
17679, taiga, byg:snowy_coniferous_forest_hills, CREATURE, untitledduckmod:duck, 22, 1, 2
17680, taiga, byg:snowy_coniferous_forest_hills, CREATURE, untitledduckmod:goose, 22, 1, 2
17681, taiga, byg:snowy_coniferous_forest_hills, AMBIENT, minecraft:bat, 10, 1, 2
17682, taiga, byg:snowy_coniferous_forest_hills, AMBIENT, alexsmobs:fly, 5, 2, 3
17683, taiga, byg:snowy_coniferous_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 1, 3
17684, taiga, byg:snowy_coniferous_forest_hills, AMBIENT, alexsmobs:fly, 5, 2, 3
17685, taiga, byg:snowy_coniferous_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 1, 3
17686, taiga, byg:snowy_coniferous_forest_hills, AMBIENT, terraincognita:butterfly, 28, 2, 3
17687, taiga, byg:snowy_coniferous_forest_hills, WATER_CREATURE, experimental_m:guara, 10, 1, 1
17688, taiga, byg:snowy_coniferous_forest_hills, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
17689, taiga, byg:snowy_coniferous_forest_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
17690, taiga, byg:snowy_coniferous_forest_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
17691, taiga, byg:snowy_coniferous_forest_hills, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
17692, taiga, byg:snowy_coniferous_forest_hills, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
17693, taiga, byg:snowy_coniferous_forest_hills, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
17694, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:spider, 30, 1, 2
17695, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:zombie, 30, 1, 2
17696, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
17697, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:skeleton, 30, 1, 2
17698, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:creeper, 30, 1, 2
17699, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:slime, 30, 1, 2
17700, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:enderman, 10, 1, 2
17701, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
17702, icy, byg:snowy_deciduous_forest_hills, MONSTER, minecraft:stray, 30, 1, 2
17703, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:redstonegeode, 20, 1, 1
17704, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:quartzgeode, 20, 1, 1
17705, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:lapisgeode, 20, 1, 1
17706, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:irongeode, 20, 1, 1
17707, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:goldgeode, 20, 1, 1
17708, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:glowstonegeode, 20, 1, 1
17709, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:emeraldgeode, 20, 1, 1
17710, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:diamondgeode, 25, 1, 1
17711, icy, byg:snowy_deciduous_forest_hills, MONSTER, geode:coalgeode, 20, 1, 1
17712, icy, byg:snowy_deciduous_forest_hills, MONSTER, teleportation_crystals:unstable_enderman, 10, 1, 1
17713, icy, byg:snowy_deciduous_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
17714, icy, byg:snowy_deciduous_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
17715, icy, byg:snowy_deciduous_forest_hills, MONSTER, experimental_m:skinnerprimerestado, 7, 1, 1
17716, icy, byg:snowy_deciduous_forest_hills, MONSTER, experimental_m:rotscal, 5, 1, 1
17717, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeonsmod:notehead, 5, 1, 1
17718, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
17719, icy, byg:snowy_deciduous_forest_hills, MONSTER, dungeonsmod:pice, 5, 1, 1
17720, icy, byg:snowy_deciduous_forest_hills, MONSTER, touhou_little_maid:fairy, 30, 1, 2
17721, icy, byg:snowy_deciduous_forest_hills, MONSTER, experimental_m:morb, 7, 1, 1
17722, icy, byg:snowy_deciduous_forest_hills, MONSTER, experimental_m:kullo, 7, 1, 1
17723, icy, byg:snowy_deciduous_forest_hills, MONSTER, experimental_m:chunchi_zombie, 5, 2, 3
17724, icy, byg:snowy_deciduous_forest_hills, MONSTER, experimental_m:chilopoto, 6, 1, 2
17725, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:sheep, 22, 2, 3
17726, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:pig, 20, 2, 3
17727, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:chicken, 20, 2, 3
17728, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:cow, 18, 2, 3
17729, icy, byg:snowy_deciduous_forest_hills, CREATURE, minecraft:wolf, 15, 2, 3
17730, icy, byg:snowy_deciduous_forest_hills, CREATURE, exoticbirds:penguin, 6, 2, 3
17731, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
17732, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:moose, 9, 3, 4
17733, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
17734, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:crow, 10, 2, 2
17735, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
17736, icy, byg:snowy_deciduous_forest_hills, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
